epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,49464.1,1.91546,2.09715,3.31326,0.7266,0.49486,0.61654,0.40575,2.64002,3.54761,3.48968,0.00682392,0.00682392,0.00682392
117,49890.7,1.91702,2.07464,3.32646,0.72424,0.49676,0.61897,0.40763,2.63367,3.53786,3.48552,0.00677543,0.00677543,0.00677543
118,50316.4,1.92099,2.03152,3.3247,0.72633,0.50002,0.62092,0.40928,2.63071,3.52538,3.48434,0.00672675,0.00672675,0.00672675
119,50743.1,1.92115,2.05558,3.31685,0.71972,0.50348,0.62229,0.41023,2.62684,3.51097,3.47849,0.00667789,0.00667789,0.00667789
120,51169.3,1.91626,2.03122,3.31217,0.72596,0.50342,0.62591,0.41298,2.62328,3.49914,3.47341,0.00662885,0.00662885,0.00662885
121,51596.1,1.90986,2.02285,3.30264,0.72675,0.50905,0.6284,0.41441,2.6232,3.48787,3.47017,0.00657963,0.00657963,0.00657963
122,52023.3,1.91936,2.031,3.32296,0.73312,0.50769,0.6322,0.41762,2.61452,3.47815,3.46304,0.00653025,0.00653025,0.00653025
123,52449.6,1.89772,1.99642,3.29853,0.73469,0.50954,0.63579,0.42005,2.60863,3.4645,3.45748,0.00648071,0.00648071,0.00648071
124,52875.4,1.88775,1.9794,3.28523,0.73366,0.51011,0.63772,0.42155,2.60518,3.45745,3.45436,0.00643101,0.00643101,0.00643101
125,53297,1.88842,1.96216,3.28753,0.73619,0.51158,0.63861,0.42363,2.60205,3.44885,3.44957,0.00638115,0.00638115,0.00638115
126,53705.1,1.87398,1.93813,3.26689,0.74505,0.51316,0.64103,0.42573,2.59623,3.43575,3.4438,0.00633115,0.00633115,0.00633115
127,54113.9,1.89344,1.93062,3.27286,0.74796,0.51409,0.64301,0.42842,2.59252,3.4225,3.43671,0.00628101,0.00628101,0.00628101
128,54523.5,1.88128,1.90821,3.27,0.74533,0.51383,0.64425,0.43122,2.5911,3.41314,3.43487,0.00623074,0.00623074,0.00623074
129,54932.6,1.8871,1.92765,3.27266,0.74807,0.51802,0.64594,0.43217,2.5878,3.40756,3.43285,0.00618034,0.00618034,0.00618034
130,55341,1.87929,1.89757,3.26465,0.74486,0.52469,0.64666,0.43296,2.58449,3.40124,3.42554,0.00612981,0.00612981,0.00612981
131,55749.3,1.86084,1.8707,3.24283,0.73592,0.52782,0.64851,0.43463,2.58331,3.39289,3.42044,0.00607916,0.00607916,0.00607916
132,56158.1,1.8743,1.88252,3.25749,0.74144,0.52889,0.65002,0.43549,2.58128,3.3782,3.41708,0.0060284,0.0060284,0.0060284
133,56566.6,1.87339,1.87009,3.24969,0.73825,0.53822,0.65208,0.43819,2.57877,3.36839,3.41261,0.00597754,0.00597754,0.00597754
134,56975.5,1.85034,1.85105,3.23888,0.72786,0.53504,0.65288,0.43883,2.57532,3.35432,3.40824,0.00592657,0.00592657,0.00592657
135,57383.8,1.85392,1.85043,3.2363,0.72167,0.5379,0.65446,0.43978,2.57419,3.34425,3.40376,0.00587551,0.00587551,0.00587551
136,57792.5,1.84581,1.84646,3.22357,0.71188,0.54505,0.65422,0.44035,2.57485,3.33438,3.40006,0.00582435,0.00582435,0.00582435
137,58202,1.83982,1.81182,3.22342,0.71381,0.55205,0.65499,0.44189,2.57569,3.31884,3.39499,0.00577311,0.00577311,0.00577311
138,58611.2,1.82676,1.79872,3.20754,0.7175,0.54744,0.65692,0.44267,2.57389,3.30582,3.39208,0.00572179,0.00572179,0.00572179
139,59021,1.83806,1.78904,3.21847,0.72264,0.55548,0.66185,0.44705,2.57177,3.28915,3.38702,0.0056704,0.0056704,0.0056704
140,59429.6,1.82286,1.78954,3.19441,0.72529,0.55444,0.6654,0.45017,2.56466,3.27823,3.37986,0.00561894,0.00561894,0.00561894
